Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0	3.0	0	12000.0	Golden-crowned Kinglet	gockin	0.2186	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	0
2	Spectrogram 1	1	3.0	6.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1138	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	3.0
3	Spectrogram 1	1	6.0	9.0	0	12000.0	Golden-crowned Kinglet	gockin	0.2650	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	6.0
4	Spectrogram 1	1	15.0	18.0	0	12000.0	Golden-crowned Kinglet	gockin	0.2738	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	15.0
5	Spectrogram 1	1	21.0	24.0	0	12000.0	Golden-crowned Kinglet	gockin	0.2567	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	21.0
6	Spectrogram 1	1	24.0	27.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1173	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	24.0
7	Spectrogram 1	1	30.0	33.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1198	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	30.0
8	Spectrogram 1	1	138.0	141.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1116	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	138.0
9	Spectrogram 1	1	156.0	159.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1352	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	156.0
10	Spectrogram 1	1	165.0	168.0	0	12000.0	Golden-crowned Kinglet	gockin	0.5027	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	165.0
11	Spectrogram 1	1	174.0	177.0	0	12000.0	Brown Creeper	brncre	0.3131	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	174.0
12	Spectrogram 1	1	189.0	192.0	0	12000.0	Cedar Waxwing	cedwax	0.1597	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	189.0
13	Spectrogram 1	1	315.0	318.0	0	12000.0	Brown Creeper	brncre	0.6641	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	315.0
14	Spectrogram 1	1	318.0	321.0	0	12000.0	Golden-crowned Kinglet	gockin	0.5548	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	318.0
15	Spectrogram 1	1	321.0	324.0	0	12000.0	Brown Creeper	brncre	0.6814	D:/Island_Songbirds_2024/BIGA-1/Data\BIGA-1_20240720_051202.wav	321.0
