Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	36.0	39.0	0	12000.0	Dark-eyed Junco	daejun	0.1352	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	36.0
2	Spectrogram 1	1	120.0	123.0	0	12000.0	Golden-crowned Kinglet	gockin	0.2688	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	120.0
3	Spectrogram 1	1	456.0	459.0	0	12000.0	Brown Creeper	brncre	0.1714	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	456.0
4	Spectrogram 1	1	465.0	468.0	0	12000.0	Brown Creeper	brncre	0.2101	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	465.0
5	Spectrogram 1	1	471.0	474.0	0	12000.0	Brown Creeper	brncre	0.4053	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	471.0
6	Spectrogram 1	1	480.0	483.0	0	12000.0	Brown Creeper	brncre	0.4779	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	480.0
7	Spectrogram 1	1	483.0	486.0	0	12000.0	Brown Creeper	brncre	0.3189	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	483.0
8	Spectrogram 1	1	486.0	489.0	0	12000.0	Brown Creeper	brncre	0.5241	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	486.0
9	Spectrogram 1	1	489.0	492.0	0	12000.0	Brown Creeper	brncre	0.2162	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	489.0
10	Spectrogram 1	1	495.0	498.0	0	12000.0	Brown Creeper	brncre	0.4715	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	495.0
11	Spectrogram 1	1	498.0	501.0	0	12000.0	Brown Creeper	brncre	0.1876	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	498.0
12	Spectrogram 1	1	501.0	504.0	0	12000.0	Brown Creeper	brncre	0.4682	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	501.0
13	Spectrogram 1	1	558.0	561.0	0	12000.0	Brown Creeper	brncre	0.1482	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	558.0
14	Spectrogram 1	1	564.0	567.0	0	12000.0	American Crow	amecro	0.2178	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	564.0
15	Spectrogram 1	1	567.0	570.0	0	12000.0	American Crow	amecro	0.5289	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	567.0
16	Spectrogram 1	1	570.0	573.0	0	12000.0	American Crow	amecro	0.1869	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	570.0
17	Spectrogram 1	1	603.0	606.0	0	12000.0	Brown Creeper	brncre	0.1744	D:/Island_Songbirds_2024/LAKE-1/Data\LAKE-1_20240907_182500.wav	603.0
