Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	585.0	588.0	0	12000.0	American Crow	amecro	0.2905	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	585.0
2	Spectrogram 1	1	588.0	591.0	0	12000.0	American Crow	amecro	0.6642	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	588.0
3	Spectrogram 1	1	591.0	594.0	0	12000.0	American Crow	amecro	0.9536	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	591.0
4	Spectrogram 1	1	594.0	597.0	0	12000.0	American Crow	amecro	0.9808	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	594.0
5	Spectrogram 1	1	597.0	600.0	0	12000.0	American Crow	amecro	0.4058	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	597.0
6	Spectrogram 1	1	600.0	603.0	0	12000.0	American Crow	amecro	0.1236	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	600.0
7	Spectrogram 1	1	714.0	717.0	0	12000.0	Brown Creeper	brncre	0.3512	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	714.0
8	Spectrogram 1	1	717.0	720.0	0	12000.0	Brown Creeper	brncre	0.2769	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	717.0
9	Spectrogram 1	1	720.0	723.0	0	12000.0	Brown Creeper	brncre	0.4097	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	720.0
10	Spectrogram 1	1	726.0	729.0	0	12000.0	Brown Creeper	brncre	0.5888	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	726.0
11	Spectrogram 1	1	762.0	765.0	0	12000.0	Brown Creeper	brncre	0.2707	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	762.0
12	Spectrogram 1	1	765.0	768.0	0	12000.0	Brown Creeper	brncre	0.7992	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	765.0
13	Spectrogram 1	1	768.0	771.0	0	12000.0	Brown Creeper	brncre	0.4428	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	768.0
14	Spectrogram 1	1	777.0	780.0	0	12000.0	Brown Creeper	brncre	0.9690	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	777.0
15	Spectrogram 1	1	795.0	798.0	0	12000.0	Brown Creeper	brncre	0.9378	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	795.0
16	Spectrogram 1	1	801.0	804.0	0	12000.0	Brown Creeper	brncre	0.1119	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	801.0
17	Spectrogram 1	1	807.0	810.0	0	12000.0	Brown Creeper	brncre	0.9661	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	807.0
18	Spectrogram 1	1	813.0	816.0	0	12000.0	Brown Creeper	brncre	0.2282	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	813.0
19	Spectrogram 1	1	1023.0	1026.0	0	12000.0	Brown Creeper	brncre	0.1261	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1023.0
20	Spectrogram 1	1	1026.0	1029.0	0	12000.0	Brown Creeper	brncre	0.7743	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1026.0
21	Spectrogram 1	1	1056.0	1059.0	0	12000.0	Brown Creeper	brncre	0.4079	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1056.0
22	Spectrogram 1	1	1059.0	1062.0	0	12000.0	Brown Creeper	brncre	0.3236	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1059.0
23	Spectrogram 1	1	1062.0	1065.0	0	12000.0	Brown Creeper	brncre	0.1398	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1062.0
24	Spectrogram 1	1	1068.0	1071.0	0	12000.0	Brown Creeper	brncre	0.2837	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1068.0
25	Spectrogram 1	1	1092.0	1095.0	0	12000.0	Brown Creeper	brncre	0.4923	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1092.0
26	Spectrogram 1	1	1110.0	1113.0	0	12000.0	Brown Creeper	brncre	0.5129	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1110.0
27	Spectrogram 1	1	1134.0	1137.0	0	12000.0	Common Raven	comrav	0.4522	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1134.0
28	Spectrogram 1	1	1713.0	1716.0	0	12000.0	Common Raven	comrav	0.1849	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1713.0
29	Spectrogram 1	1	1716.0	1719.0	0	12000.0	Common Raven	comrav	0.2898	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1716.0
30	Spectrogram 1	1	1737.0	1740.0	0	12000.0	Golden-crowned Kinglet	gockin	0.3268	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1737.0
31	Spectrogram 1	1	1737.0	1740.0	0	12000.0	Brown Creeper	brncre	0.3177	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1737.0
32	Spectrogram 1	1	1815.0	1818.0	0	12000.0	Brown Creeper	brncre	0.3988	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1815.0
33	Spectrogram 1	1	1818.0	1821.0	0	12000.0	Brown Creeper	brncre	0.3402	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1818.0
34	Spectrogram 1	1	1854.0	1857.0	0	12000.0	Common Raven	comrav	0.4944	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1854.0
35	Spectrogram 1	1	1863.0	1866.0	0	12000.0	Common Raven	comrav	0.7435	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1863.0
36	Spectrogram 1	1	1878.0	1881.0	0	12000.0	Common Raven	comrav	0.9605	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	1878.0
37	Spectrogram 1	1	2583.0	2586.0	0	12000.0	Golden-crowned Kinglet	gockin	0.2685	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2583.0
38	Spectrogram 1	1	2796.0	2799.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1348	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2796.0
39	Spectrogram 1	1	2862.0	2865.0	0	12000.0	Brown Creeper	brncre	0.5635	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2862.0
40	Spectrogram 1	1	2865.0	2868.0	0	12000.0	Brown Creeper	brncre	0.3874	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2865.0
41	Spectrogram 1	1	2865.0	2868.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1619	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2865.0
42	Spectrogram 1	1	2868.0	2871.0	0	12000.0	Brown Creeper	brncre	0.2067	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2868.0
43	Spectrogram 1	1	2871.0	2874.0	0	12000.0	Golden-crowned Kinglet	gockin	0.1134	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2871.0
44	Spectrogram 1	1	2877.0	2880.0	0	12000.0	Brown Creeper	brncre	0.2238	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2877.0
45	Spectrogram 1	1	2880.0	2883.0	0	12000.0	Brown Creeper	brncre	0.2213	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2880.0
46	Spectrogram 1	1	2883.0	2886.0	0	12000.0	Brown Creeper	brncre	0.1559	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	2883.0
47	Spectrogram 1	1	3027.0	3030.0	0	12000.0	Brown Creeper	brncre	0.1017	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	3027.0
48	Spectrogram 1	1	3045.0	3048.0	0	12000.0	Brown Creeper	brncre	0.2120	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	3045.0
49	Spectrogram 1	1	3201.0	3204.0	0	12000.0	Brown Creeper	brncre	0.5275	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	3201.0
50	Spectrogram 1	1	3210.0	3213.0	0	12000.0	Brown Creeper	brncre	0.1370	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	3210.0
51	Spectrogram 1	1	3249.0	3252.0	0	12000.0	Brown Creeper	brncre	0.2856	D:/Island_Songbirds_2024/MARK-1/Data\MARK-1_20240907_060002.wav	3249.0
